#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(16.5348741, -15.5000784, -28.0155127,  0.9858444,  0.0283939, -0.1637705,  0.0219954,  2.4124218,  5.0568317,  4.5208566,  3.7343053,  4.5821568,  4.6309944,  4.9576607,  5.5220015,  3.9539629,  4.1926500,  3.5227419,  4.3281091,  4.1950342,  3.0635177,  5.7824957,  3.0058957,  5.1182320,  1.6439305,  3.3970616,  3.2703557)    0    0  30.43291828  6 0.400  20.86251898
(10.6163569, -4.4238292, -31.7731302,  0.9888929,  0.0342373, -0.1438227, -0.0152851,  4.1433458,  2.5752422,  4.0892928,  2.9097032,  3.4414886,  3.6726554,  4.7316476,  1.9491057,  3.8937946,  4.1747954,  2.9134992,  3.6011356,  3.6246554,  3.8685964,  3.6556824,  5.8487264,  5.8197748,  3.2278053,  3.4450534,  5.8002816)    0    0  34.59145107  0 0.400  24.16092457
(16.9029513, -15.2030876, -27.8058754,  0.9858433,  0.0283948, -0.1637767,  0.0219974,  2.1756672,  5.0599884,  4.5042787,  3.7993018,  4.5887991,  4.4602987,  4.9245285,  5.4783600,  3.9790844,  4.0891883,  3.6172511,  4.2849786,  4.2262170,  3.1450406,  5.6595982,  3.2406262,  5.0992721,  1.8740513,  3.5277976,  3.2104146)    0    0  29.53435670  9 0.240  18.39996342
( 8.8534381, -14.9057206, -33.5382045,  0.9586866, -0.2481829, -0.1363357, -0.0271628,  7.1532121,  2.8618755,  2.4072757,  4.4315400,  1.4109449,  6.1597186,  1.6694565,  4.2798858,  4.4178167,  6.3621940,  3.6840876,  1.9710180,  4.4281597, -0.0221524,  5.2093711,  2.2952316,  5.8439618,  4.6896292,  3.9914550,  5.6408338)    0    0  22.28516776  0 0.640  14.63000334
(19.4780091, -8.2160109, -26.6153792,  0.9550210,  0.2577411, -0.0851281,  0.1194052,  5.9476147,  8.8831829,  6.5624918,  1.5543405,  4.1822803,  2.4195411,  3.1053658,  4.4840607,  6.2140748,  4.0636846,  0.6407960,  6.5388781,  0.8405771,  2.3074401,  4.5840331,  3.9812533,  5.5339093,  2.2629435,  9.4561777,  6.1657327)    0    0  29.56540007  7 2.360  18.82599113
(11.3893101, -10.4194738, -32.7749456,  0.9874464, -0.1121376, -0.0884152, -0.0675098,  5.4831732,  5.6361655,  4.7169664,  3.3906885,  2.5281456,  4.3764205,  2.9510939,  6.2232653,  1.8046477,  4.4918346,  3.7395485,  2.3644900,  7.2829426,  6.6728159,  2.4580138,  1.3595468,  3.3641513,  5.4745307,  2.2333405,  2.1578838)    0    0  28.20929930 10 0.000  18.77858056
( 8.7521235, -15.5962753, -33.8575174,  0.9586691, -0.2482415, -0.1363560, -0.0271449,  7.3249799,  2.9340580,  2.2501222,  4.3205172,  1.4007004,  6.1284537,  1.6965368,  4.2121595,  4.2913792,  6.4804680,  3.7693941,  2.0313867,  4.4513967, -0.0464232,  5.1819918,  2.3282374,  5.8156989,  4.7612700,  3.9999882,  5.7007828)    0    0  22.89112514  3 0.560  15.31662121
(10.4587701, -5.2169959, -32.1023309,  0.9888929,  0.0342373, -0.1438227, -0.0152851,  4.2765387,  2.4427897,  4.1304104,  3.1846902,  3.1575034,  3.9560299,  4.8471538,  2.2702233,  3.8023596,  4.3162969,  2.8658408,  3.5436987,  3.8597442,  3.7248020,  3.4541148,  5.9951484,  5.9093622,  3.1549711,  3.2474094,  5.8376048)    0    0  35.47844381  0 0.800  23.73767902
( 5.2491944, -7.1192480, -33.0521091,  0.9558253,  0.2725614,  0.0896683, -0.0637802,  1.5734562,  4.8974935,  5.1581164,  4.4122908,  0.2870070,  2.1885403,  3.7178931,  2.1453549,  5.3374344,  2.9086606,  4.4846845,  3.0177519,  3.1576454,  6.1017247,  3.8438218,  3.1119368,  5.3069509,  5.0702701,  3.6753428,  4.0532708)    0    0  31.48062786  0 0.400  21.64508416
(11.5278187, -10.4262333, -33.0432874,  0.9874463, -0.1121382, -0.0884149, -0.0675100,  5.6823329,  5.7603320,  4.6636019,  3.3730570,  2.6428836,  4.4872939,  3.0032622,  6.2659613,  2.0067639,  4.3293457,  3.6193858,  2.3394303,  7.3891793,  6.6865978,  2.4953515,  1.5314657,  3.7011106,  5.3543478,  2.4006957,  2.5626711)    0    0  28.83434148  5 0.400  19.30438606
