#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-2.1027460, -27.3030134, -19.5280186,  0.7212412, -0.5582732,  0.1340769, -0.3875119,  3.4904081,  6.1787015,  2.4372419,  6.7392931, -0.1880960,  3.3911339, -1.4299956,  5.6957468,  6.8855177,  7.4697888,  2.7747168,  2.7837723, -0.4308173,  4.0125370,  2.7320310,  1.6160295,  1.1944914,  4.6813649,  2.5024657, -0.6094678)    0    0   5.00000000  0 0.200   0.00000000
(-7.8008914, -26.9587103, -15.7306857,  0.7896259, -0.3862558,  0.1493594, -0.4527573,  5.4917822,  1.7998664,  1.9392984,  0.8448168,  1.8049065,  3.9173352,  6.6500447,  1.4645201,  3.1098686,  3.6943406,  3.8167632,  5.5270523,  6.2083809,  0.5497500,  5.8518506,  6.5935709,  1.9292958,  2.8278145,  2.1511241,  5.8289337)    0    0   5.00000000  0 0.200   0.00000000
(-1.5180927, -19.6700389, -14.2048463,  0.7317783, -0.3179985,  0.3457453, -0.4937992, 10.9719241, -2.1815014,  7.3192918, -0.1489097,  5.6623436,  6.4448011, 11.3405228,  5.8174835,  2.2393455,  8.3937322, 11.0904145,  7.9544848,  5.9220769,  9.1021610,  4.3787406,  2.4813164,  4.1925372, -1.9384047,  7.9435462,  6.5527734)    0    0   5.00000000  0 0.200   0.00000000
(-3.2962726, -27.7792406, -19.7916666,  0.8730786, -0.4615582,  0.0798367, -0.1353660,  0.1959992,  5.4395217,  8.8041974,  7.2380452,  1.9924558, -1.5676515,  7.7473634,  1.8222946,  1.0607487,  2.7937474,  4.6500794,  3.6756729,  6.5508200,  7.1962668,  4.9195134,  1.6568127, -1.9781238,  8.0027894,  5.7214850, -0.7631972)    0    0   5.00000000  0 0.200   0.00000000
(-10.9787960, -24.0445232, -14.9151480,  0.8395602, -0.4219256,  0.2103974, -0.2699081,  1.4161519,  7.8710372,  7.5178740, -4.2388763,  0.9410877, -0.3131441,  3.4113192, -0.4689638,  6.2148374,  4.0361018,  9.0381264,  4.7320195, -1.4692176,  6.1544448,  1.5563532,  1.0853898,  4.0233861,  3.0069818,  5.0647819,  9.3880219)    0    0   5.00000000  0 0.200   0.00000000
( 1.5998265, -30.8566423, -24.6884359,  0.9549618, -0.2273827, -0.0940830,  0.1658116,  5.4687889,  0.4943569,  5.1343878,  5.0160499,  6.9558486, -3.1882474,  7.3440669,  1.0280765,  3.8338380,  2.8300288,  3.1516907,  1.9811106,  4.1328118,  3.3674105,  2.6518510,  6.3893629,  3.7836212,  6.7068249,  7.3011329,  2.7317317)    0    0   5.00000000  0 0.200   0.00000000
( 1.5910455, -25.4758223, -27.9403729,  0.8613189, -0.4603402, -0.1673717,  0.1349197,  1.9219220,  7.0679126,  2.5957348,  4.1295766,  1.1667340,  2.1216706,  5.7291603,  2.9158817,  6.1700917, -0.1094785,  8.1353877,  4.9358511, 10.4542167,  2.1835996,  4.8823247,  6.8089343,  4.8896281,  4.9558449,  4.7037222,  5.7675744)    0    0   5.00000000  0 0.200   0.00000000
(-3.2969280, -18.9736144, -13.5187451,  0.8341012, -0.3002432,  0.4056373, -0.2226827,  3.1005948, -0.4716394,  3.0896120,  5.2173208, -2.3729915,  0.4232408, 10.3320069, -0.8063558,  8.0489343,  6.0919132,  0.0331796,  4.6308413,  3.0201032, 10.0244005,  0.0396537,  0.2129200,  4.1542886,  3.0164452,  7.9958329,  2.1241031)    0    0   5.00000000  0 0.200   0.00000000
(-7.1809060, -18.8466624, -19.9640836,  0.8958328, -0.0527946,  0.3098073, -0.3141907,  1.8959090,  1.7943118,  7.3686628,  4.7401869,  0.2860504,  7.3247160,  2.2211840,  1.1144066,  7.6935144,  2.4514093,  6.2562685,  2.3135653,  0.7123696,  4.3954128,  5.4352147,  6.3194845, -0.8917203,  0.0843364,  6.2032314,  3.9239493)    0    0   5.00000000  0 0.200   0.00000000
(-8.6031641, -31.1831111, -22.9401271,  0.9621027, -0.2615260,  0.0492583,  0.0594652,  8.2767113, -0.4946235,  8.2886815,  5.0029507,  7.2830153,  6.0213117,  3.4269297,  2.7613257,  4.2682721,  0.4827302,  3.5851503,  4.3984007,  7.2537249,  1.8803707,  7.3301945,  4.5408435,  7.4444740,  7.4767453,  2.2824271,  9.7406749)    0    0   5.00000000  0 0.200   0.00000000
